ccaa,technology,status,grid,capacidad_acceso_mw,potencia_instalada_mw
Navarra,eolica,Puesta en servicio,RdT,1227.52,1439.33
Navarra,fotovoltaica,Con permisos,RdD,7.0,57.0
Navarra,fotovoltaica,Con permisos,RdT,656.0,794.0
Navarra,fotovoltaica,En curso,RdD,37.21,44.29
Navarra,fotovoltaica,En curso,RdT,,
Navarra,fotovoltaica,Puesta en servicio,RdD,170.18,188.36
Navarra,fotovoltaica,Puesta en servicio,RdT,219.5,241.07
Navarra,hibridacion,Con permisos,RdD,35.0,
Navarra,hibridacion,Con permisos,RdT,70.0,
Navarra,hibridacion,Puesta en servicio,RdD,56.55,
Navarra,hibridacion,Puesta en servicio,RdT,596.07,
Navarra,hidraulica,Con permisos,RdD,1.0,1.0
Navarra,hidraulica,Con permisos,RdT,,
Navarra,hidraulica,Puesta en servicio,RdD,104.03,104.03
Navarra,hidraulica,Puesta en servicio,RdT,,
Navarra,otras,Con permisos,RdD,,15.0
Navarra,otras,Con permisos,RdT,,
Navarra,otras,Puesta en servicio,RdD,111.42,167.97
Navarra,otras,Puesta en servicio,RdT,797.36,1222.32
País Vasco,almacenamiento,Con permisos,RdD,643.0,748.0
País Vasco,almacenamiento,Con permisos,RdT,279.0,518.0
País Vasco,almacenamiento,En curso,RdD,5.0,5.0
País Vasco,almacenamiento,En curso,RdT,152.0,157.0
País Vasco,almacenamiento,Puesta en servicio,RdD,6.0,11.53
País Vasco,almacenamiento,Puesta en servicio,RdT,,
País Vasco,eolica,Con permisos,RdD,1006.0,1057.0
País Vasco,eolica,Con permisos,RdT,196.0,199.0
País Vasco,eolica,En curso,RdD,331.65,352.55
País Vasco,eolica,En curso,RdT,158.0,158.0
País Vasco,eolica,Puesta en servicio,RdD,150.15,182.45
País Vasco,eolica,Puesta en servicio,RdT,126.2,126.2
País Vasco,fotovoltaica,Con permisos,RdD,99.0,113.0
País Vasco,fotovoltaica,Con permisos,RdT,220.0,270.0
País Vasco,fotovoltaica,En curso,RdD,240.51,338.64
País Vasco,fotovoltaica,En curso,RdT,100.0,100.0
País Vasco,fotovoltaica,Puesta en servicio,RdD,15.59,15.59
País Vasco,fotovoltaica,Puesta en servicio,RdT,,
País Vasco,hibridacion,Puesta en servicio,RdD,32.3,
País Vasco,hibridacion,Puesta en servicio,RdT,396.4,
País Vasco,hidraulica,Puesta en servicio,RdD,30.6,30.6
País Vasco,hidraulica,Puesta en servicio,RdT,,
País Vasco,otras,Puesta en servicio,RdD,567.73,580.74
País Vasco,otras,Puesta en servicio,RdT,1618.62,2015.07
